Defect#,Name,Description,RCA Category,Root Cause,Resolution,Corrective and Preventive Action Taken,Notes,Actual Defect Reason,Revised RCA
DE225925,[Prod Issue] Newly reserved Submissions are not showing in landing page,"Newly reserved Submissions are not showing in landing page User Name:     Maria Zhu User Email:     Maria.Zhu@aig.com Reported Date & Time:     Jun 30, 2025 12:26 PM ",User Training Issue,UW is accessing QA URL and checking for PROD submissionsURL: https://qa3-genai.npgenaiapp.us-east-1.aws.aig.net/dashboard,User Training Issue,Provided the correct URL: https://uwassist.aig.net/dashboard  and requested to bookmark this URL for future reference.,,UW is accessing QA URL and checking for PROD submissionsURL: https://qa3-genai.npgenaiapp.us-east-1.aws.aig.net/dashboard,Code - Edge Case
DE226070,"[Prod Issue] Submission got stuck in classification as UW  sent a secure """".eml"""" message (unsuppoted)  to ssgmailbox","UW Name: Carr, Evan P Email: Evan.Carr@aig.com Issue: Submissions got stuck in classification and didn't get processed as UW  sent a secure message from iSuite.",User Enablement,"We found that an unsupported document with .eml (email message) extension. Has been uploaded. Here are the details for the issue:Submission #: S-2337824Issue: The underwriter submitted an encrypted HTML attachment that requires user credentials to log in to see a secure message - this resulted in a massive, password-protected HTML file that cannot be processed, making this submission blocked due to this one attachment. Resolution: We alert relevant prod support channels and tell the underwriter to re-submit the submission, either without the encrypted HTML attachment or with a decrypted version of the message downloaded from the website that requires authentication.  In the future, we should communicate to underwriters the same message about HTMLs that we do for excels – if an attachment is password-protected, they need to submit an unlocked version of the file.   ",User Training Issue,We are sending out an email to UW to remove this eml message/attachment and resubmit this transaction.  Going forward any UW should not send the secure/encrypted messages to ssgprograms mailbox.,"7/16 Since US is created, defect can be closed and development tracked through the same. 7/14- Timo- US707022: [Workflow Optimization] [Analysis] Bypass encrypted or password protected fileto be fixed in V1.7.5 07/10/2025: Need to discuss with Timo and take action on Monday 07/14/202507/07/2025 - Move it to Foundation team for prioritization as a backlog enhancement. It requires design discussion@Dineshwaran Hariram : 7/2/2025 : Checking with Timo and team to find out if there is a plan for future code changes to proceed with submission by ignoring the encrypted file if there is one. Here are the details for the issue:Submission #: S-2337824Issue: The underwriter submitted an encrypted HTML attachment that requires user credentials to log in to see a secure message - this resulted in a massive, password-protected HTML file that cannot be processed, making this submission blocked due to this one attachment. Resolution: We alert relevant prod support channels and tell the underwriter to re-submit the submission, either without the encrypted HTML attachment or with a decrypted version of the message downloaded from the website that requires authentication.  In the future, we should communicate to underwriters the same message about HTMLs that we do for excels – if an attachment is password-protected, they need to submit an unlocked version of the file. ",We found that an unsupported document with .eml (email message) extension. Has been uploaded. Here are the details for the issue:Submission #: S-23378,Not a Defect - New Requirement/Enhancement
DE226815,[Prod Issue] Schedule of underlying is not extracting the data from the quote documents,"Issue Description:for schedule of underlying - i am not able to edit? can UWA read quote letters, i sent the primary quote to SBprograms. thanks! Data is not extracted under Submission Brief > Schedule Of Underlying User Name:     Vicale,Alana User Email:     Alana.Vicale@aig.com Submitted Date & Time:     Jul 8, 2025 2:19 PM  Submission:     140181086 Control No:     S-2332930 ",User Enablement,User Training Issue. This functionality is working as expected.,User Training Issue,"User Training Issue.Schedule of Underlying will only be editable in UWA through that edit button on tile. Then UW save, all the changes flow down to the workup, and it will be read only. Additionally, you will have a comment box in each layer in workup to take any notes",,User Training Issue. This functionality is working as expected.,Not a Defect - Working as Expected
DE226861,[Prod Issue] Extraction failed to process due to a large file (240 pages) was submitted,"Issue Description: Extraction failed to process because the submitted file was too large - approximately 240 pagesUW Name: Rigney, Quinn Email: Quinn.Rigney@aig.comSubmission #: S-2340343 Doc ID:  552cdb6d-9fae-4a39-b199-babf141860bd/aa8dee51cd879c6b731b69192ca0969a760c4287c06568300a611602ef2d5a4a/Erica+Baker_05282025_FW+812025+Fiduciary+%26+Crime+Renewal+for+Duke+University+-+Request+for+upda/2023 FS Plan_Form 5500_Signed.pdf",Document Source Extraction,"Issue: One of the docs submitted is a PDF with 240 pages of tables – the combination of the high number of pages and the large quantity of tables made Textract time out, as Textract takes longer to process PDFs with tables. The submission was processed fine, just without this one document. ",Design issue,"Suggested Short-term Resolution: We separate the 240-page document into smaller chunks and resubmit them as additional docs. I would recommend separating the document into 5 docs with ~50 pages each, to be on the safe side due to the high number of tables in these documents.Long-term resolution: We will look into increasing the text extraction timeout limit, as well as automatically chunking larger PDFs for future releases. ",071/6 Defect closed as  Long-term story: US710199: Textract: Extract from last PDF to avoid timed out during the Textract step 07/16 AT: Need the fix done for long term behavior. 07/16 ParthaSpoke to UW and came to know that they are not quoting for it and requested to close it.  ,Issue: One of the docs submitted is a PDF with 240 pages of tables – the combination of the high number of pages and the large quantity of tables made,Code - Edge Case
DE227412,[Prod Issue] Employee breakdown does not match the numbers provided by the application form,"Issue Description:Employee breakdown does not match the numbers provided by the application form in the employee US/ Outside the US Section  User Name:     Kane,Tyler User Email:     Tyler.Kane@aig.com Submitted Date & Time:     Jul 14, 2025 1:46 PM Submission:     145237639 Control No:     S-2341557 ",User Enablement,Working as expected.,User Training Issue,User Training,"Hi Tyler,It was nice meeting you today!I have completed the analysis on employee count in US or outside the US in UW-Assist. Employee breakdown in US is accurate as per the submission document.Employee breakdown outside US - The analysis confirms that the total count of 161 employees is accurate, including two additional countries listed in the appendix.Please find the analysis below for your review.  Figure 1: Employee breakdown in UW-Assist  Figure 2: Employee breakdown in the submission document If you have any questions or need further clarification, please do not hesitate to reach out.ThanksPreeti SinhaAIGAnalytics Innovation Product Owner, Generative AI30 Hudson St 15th Floor, Jersey City, NJ 07302-4805T (+1) 551 328-5476Preeti.sinha@aig.com | www.aig.com",Working as expected.,Not a Defect - Working as Expected
DE227554,[Prod Issue]  Notification sent to Broker instead of UW.,"User Name:    Tomaso, Kyle User Email:     Kyle.Tomaso@aig.comControl No:     S-2342631 Submission:     30607881Reported Date & Time:     Tue 7/15/2025 10:15 AM ",Model Inference,The Root Cause is: The submission email was sent from the PNPMailbox and the AIP function extracted the Broker Email as the underwriter email.   AIP is designed to extract from UW email not from a mailbox or DL: ,Configuration Issue, Action Plan: 1.Immediate solution:•Owner:•Deadline:•Success criteria:•Communication plan: 2. Long-term solution:•Owner:•Deadline:•Success criteria•Communication plan: 3. Preventive Action:•Owner:•Deadline:•Success criteria:•Communication plan:,"7/16 Based on the results attached, accepting this fix.7/16 DQ:1.For this 2 submissions - S-1974405, S-1974404UW D&B Notification is not triggered- As expected based on new implementationUSET notification triggered to Default (East ) mailbox - As ExpectedD&B Completion mail triggered to iSuite - As expectedObservation - Stuck at Reservation Requested while trying to Reserve submissions.2. Regression - Triggered mail to isuite from Underwriter (S-1974411, S-1974412)Underwriter correctly identified but UW D&B Notification is not triggered - As expected based on new implementationUSET notification triggered to correct mailbox as per UW region - As ExpectedD&B Completion mail triggered to iSuite - As expectedPre-workup mail triggered to UW - As expected (this is only applicable in QA3 as per v1.7 changes)Observation - Stuck at Reservation Requested while trying to Reserve submissions.7/15  The immediate fix is to turn off the D&B validation notification to UWs immediately. This would be a config change. Permanent fix would to address as part of future release.  7/16 Images of Automates filter fields change and paused the first automateadded an update submission status to the second automate",The Root Cause is: The submission email was sent from the PNPMailbox and the AIP function extracted the Broker Email as the underwriter email.   AIP i,Infra - Configuration Issue
DE227582,"[Prod Issue] financials that were pulled from the application were in the millions, but on the UWA tool, they were in the trillions.","Issue Description:The financials that were pulled from the application were in the millions, but on the UWA tool, they were in the trillions.  User Name:     Stein,Martin User Email:     Martin.Stein@aig.com Submitted Date & Time:     Jul 15, 2025 1:30 PM Submission:     71599119 Control No:     S-2337286 ",Model Inference,In the AIP logic All Financials YoY #1 - Target Table Identifier we can see that the Metadata Units has been assigned as 1000000 where as the default value is 1 which is not clear as to why its taking the value 1000000.And the only information about units is in the system prompt which doesn't clearly state the reason behind the values. And in the AIP logic YoY Balance Sheet V2 we can see that the initial values are getting extracted correct but due to the metadata units being 1000000 its getting added to the values and becoming trillions.,Code issue,,"07/23 - Meera - No inconsistencies observed in the 3 subs tested in UAT. S-1974494, S-1974495, S-1974493  There are similar issues with the same root cause due to the inconsistency of LLM.DE224795: [Prod Issue] YTD (April 2025) financials were not extracted from BE --> Parent Defect which is getting fixed for V1.7DE227242: [Prod Issue] UWA didn't pull over any of the values from audited financialsDE227136: [Prod Issue] Financials were not extractedDE227126: [Prod Issue] Pitchbook and YTD/2023 Financials, Cash Flows were not extracted.In the AIP logic All Financials YoY #1 - Target Table Identifier, for the Balance Sheet we can observe that the Metadata units has been valued at 1000000 which is making the values to be in trillions as compared to the existing values which are at millions.We can also observe these values in the Ontology object  [UW Assist] Financial_Balance_Sheet as well.   7/16 Analysis is still in progress. ",In the AIP logic All Financials YoY #1 - Target Table Identifier we can see that the Metadata Units has been assigned as 1000000 where as the default ,Code - Edge Case
DE227586,[Prod Issue] Internal search is failing for submissions with Industry Group 12,"In Prod, internal search is failing for submissions with Industry Group 12. QUIC is returning duplicate comparable policies for that group, UW Name: Sklar, Harrison UW Email: Harrison.Sklar@aig.comControl No: S-2342714Submission No: 41688162 S-2342714 is the submission where we are seeing the issue. 15940584 is the duplicate policy number being returned. ",Back-end Code Issue,Historical data contains duplicates for few cases which violates the constraint defined in the BE and it was failing.,Database issue,Added an additional filter to remove duplicates. No preventative actions planned. ,"8/20 Retesting completed. UAT results attached8/19 Broker KPIs not pulled for the control S-19747558/18: DQ Comments : QA result doc is attached tothe defect.8/13: DQ Comments: This defect is retested in QA with the below test data:Sony Honda Mobility of America Inc.QA env:Internal Research is not failing any more on the attached Prod test data in QA. Sodefect can be Ready for UAT. Pre reservation: Same data processed today:Post Reservation: Industryt group 12 data also processed and it;s coming:  8/12: @Sankhasubhra Saha Please page me when  you are available, need to more clarity on this blocked defect.8/12: DQ comment: DQ has pocess the test data mentioned in the defect today but due to DE230425 ( LOB not extracted) not able to retest further IR section for this defect. So we are blocked until the LOB Extraction issue got resolved. 8/11: DQ comments: Today also we have processed the test data. Till nowno Data populated under Internal Reserch- So blocked with DE229739 Env -QA: S-35719This defect retesting is blocked by DE229739  and DE230425 08/05: DQ retested this defect and IR is not extracted post reservation or pre-reservation stage which already raised as S2 below. We prepraed the data for Industry group - 12. So until DE229739 got fixed we are unable to test this defect.Tested data: QA - Control id  - S-35518 , S-35660, S-35661. Retesting is blocked by - DE229739 08/05: DQ Comments: This is defect retest is on hold due to blocker QA defect  -DE2297398/01 Ram confirmed that """"It will go as part of today's build"""" to QA.7/31 @Ramkumar Arulappan Can you confirm if this is deployed to QA and ready for DQ?7/30 @Sagar Rasakonda for awareness and planning for testing7/30 Fix is ready and will be moved in QA deployment. Policy Data from the QUIC DB:  07/16 - Ram - Nothing changed from QUIC end. It was working as per the original requirement. Since we are seeing issues recently and as part of this defect we just modified the logic to remove duplicates. Awaiting confirmation on the PROD release date. 7/16 Anila: Ram from AIQUIC team to confirm on the root cause. Partha to coordinate with Ram for necessary details. Issue Details:Internal search is failing in Palantir due to duplicate policies being pulled with different premiums. The QUIC team is currently investigating why two policies are being retrieved from the QUIC database—it appears to be a case of duplicate rows. Once they complete their investigation and identify the root cause, they will get back to us with their findings.",Historical data contains duplicates for few cases which violates the constraint defined in the BE and it was failing.,Not a Defect - Duplicate
DE227588,"[Prod Issue] UW Assist did not pull any of the financial information, plan assets, website, etc.","UW Assist did not pull any of the financial information, plan assets, website, etc. User Name:     Simpson,Mitchell User Email:     Mitchell.Simpson@aig.com Submission:     77912888 Reported Date & Time:     Jul 15, 2025 4:48 PM Control No:     S-2340402  ",Model Inference,"RCA For Financials not extracted : Submission Trans ID : 4d143796-656d-483d-96c4-f5b0b12767e9Ctrl # - S-2340402 The AIP Logic (All Financials YoY #1 - Target Table Identifier) which identifies the Financial Information from the Financial Documents is malfunctioning and is not producing accurate results. This has been observed with few other submissions as well and the same root cause has been found for theese defects as well. This AIP logic is being fixed by the Foundation Team. This defect can also be forwarded to the foundation team as an additional issue to the same defect so it can be validated during the fix. Found that this issue is same as below defectsDE227136 - https://rally1.rallydev.com/#/810009666767ud/teamboard?detail=%2Fdefect%2F829009363597%2Fdetails&keywords=DE227136DE224795: [Prod Issue] YTD (April 2025) financials were not extracted from BEDE227242: [Prod Issue] UWA didn't pull over any of the values from audited financialsDE227126: [Prod Issue] Pitchbook and YTD/2023 Financials, Cash Flows were not extracted Below screenshot shows the Balance Sheet Ontology object does not have the metadata field Document ID. This Document ID is extracted by the aforementioned AIP logic. Due to the accuracy issue it is not producing the Document ID successfully which prevents the down stream extractors to extract the correct financial values from appropriate documents despite those infomation available in the submission documents.  The 2nd screenshot shows that AIP logic could identify the document ID during the trials run which is an evidence to the inconsistency and inaccuracy of the output from this particular AIP logic. ",Code issue,Corrective action will be taken through the deployment of R 1.7. No preventive action taken at the time of defect resolution. ,"07/23 - Shriram - The fields mentioned in the Fiduciary Analysis needn't be prepopulated07/23 - Meera - Ran same sub as S-1974494 in UAT. Website, DOO, Revenue info is captured. Financial info is also captured. Balance sheet and Income statement of YTD is -- because documents were not submitted. Similarly, CFS for 2024 and 2023 were not captured because documents were not submitted. This is expected behavior.  07/23 - Meera - Regarding the claims info tile, the issue remains.But loss runs defect story has been moved to 1.7.5.    07/22 - Dineshwaran - Issue #1 - Financials not extracted is due to the inaccuracy and inconsistency in the out of the AIP logic - All Financials YoY #1 - Target Table Identifier. This is being fixed as part of the fix for DE224795: [Prod Issue] YTD (April 2025) financials were not extracted from BEIssue #2 - Website not populated in the workup form. This appears to be an user input field and we could not extract the website from the MDM Call as we did not have exact match for this submission. I believe the user has to fill this value. Issue #3 - Fiduciary Analysis - This also appears to be an user input section. I have reached out to Product Team as well as UI team for #2 and #3. Waiting for response. 07/22  Data was not captured into the application. Claims summary - there were only 2 but the app pulled 307/21 --> DE224795: [Prod Issue] YTD (April 2025) financials were not extracted from BE  --> Parent Defect for tracking and targeted to fix with V1.7 7/17 Dineshwaran : RCA Updated for Financial Information not being extracted correctly. Waiting for more info for other issues reported as part of the same defect. 7/17 Dineshwaran : Analysis in progress. Will update RCA once it is completed. 7/16 AT: Assigned to Dinesh. RCA to be updated.",RCA For Financials not extracted : Submission Trans ID : 4d143796-656d-483d-96c4-f5b0b12767e9Ctrl # - S-2340402 The AIP Logic (All Financials YoY #1 -,Code - Edge Case
DE227811,[Prod Issue] Financial Information not pulled correctly,"Issue Description:The submission included Year-End 2024 Financials and Separate Interim YTD 2025 financials and UWA did feed the financials very well at all. They are well formatted financials, so it's a little surprising. The company also has an easily searchable Pitchbook and Google News Articles which it did not find either.  User Name:     Johnson,Cody User Email:     Cody.Johnson1@aig.com Submission:     42135382 Reported Date & Time:     Jul 16, 2025 12:32 PM Control No:     S-2337157 ",Model Inference,"In the AIP logic All Financials YoY #1 - Target Table Identifier and All Financials - Broad, the LLM was inaccurate in regards to finding the correct string in the Chunkid list. There's a mismatch in the string where the string to find has [48] instead the chunk id list has %5B48%5D, which the LLM is trying to find in the chunk id list to get the document id which in turn leads to extraction of financials.",Code issue,Corrective action will be taken through the deployment of R 1.7. No preventive action taken at the time of defect resolution. ,"07/24 - (Meera)- Financial extraction issues have been tested in UAT on 07/23 for extraction issues.  - Tested using 3 financial submissions - S-1974494, S-1974495, S-1974493. All getting extracted per expectations. For exact accuracy expectation in v.1.7 please refer the accuracy regression report here - YoY_0723.xlsx The AIP logic All Financials YoY #1 - Target Table Identifier and All Financials - Broad, got the correct chunks data for the financial documents but when the LLM is trying to extract the financials by matching the string to the chunksid list to get the document id it's failing due to a mismatch in the string.There are similar issues with the same root cause due to the inconsistency of LLM.DE224795: [Prod Issue] YTD (April 2025) financials were not extracted from BE  --> Parent Defect for tracking and targeted to fix with V1.7 (07/22)DE227242: [Prod Issue] UWA didn't pull over any of the values from audited financialsDE227136: [Prod Issue] Financials were not extractedDE227126: [Prod Issue] Pitchbook and YTD/2023 Financials, Cash Flows were not extracted.07/17/2025:From: Scullin, Brian <Brian.Scullin@aig.com> Sent: Wednesday, July 16, 2025 5:38 PMTo: Thomas, Anila <Anila.Thomas@aig.com>Cc: UWAssistHelp <UWAssistHelp@aig.com>Subject: RE: Feedback has been submitted for your group Hi – a couple questionsHyper Ice Audited Financials (which was ingested) should have filled in the Balance Sheet, but that section remains completely blank in UWA for Cody.This is not the same document at the Hyper Ice Interim Monthly Financials, which is highlighted below as needing re-runWhat went wrong with the Audited financials PDF? I’m concerned we didn’t gather the breadth of the issueAlso, because the Monthly Financials doc (pending re-run) is classified as broker correspondence, will this actually be re-run successfully? Or does it need to be classified accurately first (financials)? Thx, Brian Scullin 17July : Dineshwaran : Analysis in progress.","In the AIP logic All Financials YoY #1 - Target Table Identifier and All Financials - Broad, the LLM was inaccurate in regards to finding the correct ",Code - Edge Case
DE227813,[Prod Issue] Under Deal History > Post-Valuation value is not extracted from Pitchbook,"Under Deal History > Post-Valuation value is not extracted from PitchbookUser Name:     Zhu,Maria User Email:     Maria.Zhu@aig.com Submission:     98193237 Reported Date & Time:     Jul 16, 2025 3:51 PM Control No:     S-2335129 ",Not a Defect,,Not a Defect,"I tried checking some other day files delta, but seems like it is showing company specific information - delta_zipsSo, it will be hard to find ISpot company delta file for on any other day! (Attaching delta file sample).","7/23 Based on the analysis from the team, Pitchbook doesn’t always returned values. If the values are available, they would send them to us, otherwise we don’t receive anything and we display ‘---' Closing the defect with the email attachment from the team. 7/21 Need to reach out to pitchbook to understand why the data is not coming back to BE side.7/18 Additional issue reported. Attached the email chain. 17July : Assigned to Lalita G. RCA To be updated.There is no value in original source pitchbook response on June 25th delta files as well as original files. PFA screenshot. Hence, it is coming as null ",,Code - Edge Case
DE227998,[Prod Issue] Information entered in the Claim Analysis in the Claim Summary session on the workup is not reflecting when emailed to UW,"Issue Description:entered informatin in the claim section and when the workup was emailed to me - there was no information there :  User Name:     Fox,Chloe User Email:     Chloe.Fox@aig.com Submission:     145235368 Reported Date & Time:     Jul 17, 2025 12:46 PM Control No:     S-2341738 ",User Enablement,"As discussed, it appears that the browser session may have expired, resulting in the changes not being saved.",User Training Issue,"Should this occur again, please close the current browser session, and initiate a new one. Once reopened, re-enter the required information, Save Draft, and then click the Email button.",,"As discussed, it appears that the browser session may have expired, resulting in the changes not being saved.",Code - Edge Case
